"return" "time"
"512" 0.00535886058293636 1997-01-09
"513" -0.000227759851724107 1997-01-10
"514" 0.0040100472961549 1997-01-13
"515" 0.0275949399815185 1997-01-14
"516" 0.00313589042495111 1997-01-15
"517" 0.00400673019028582 1997-01-16
"518" 0.0122352319606699 1997-01-17
"519" 0.00649853052152608 1997-01-20
"520" 0.000645669051352987 1997-01-21
"521" 0.00412959666004657 1997-01-22
"522" -0.0156792379122772 1997-01-23
"523" -0.0171040805050125 1997-01-24
"524" 0.00185975616689709 1997-01-27
"525" 0.000662937930123803 1997-01-28
"526" 0.0166953757134626 1997-01-29
"527" 0.020722000401362 1997-01-30
"528" 0.00587334413106985 1997-01-31
"529" 0.0111703634289147 1997-02-03
"530" 0.0203364067629818 1997-02-04
"531" -0.00922732858634049 1997-02-05
"532" 0.00235937293301487 1997-02-06
"533" 0.0249008688175124 1997-02-07
"534" -0.00362625409291242 1997-02-10
"535" 0.00812811243062337 1997-02-11
"536" 0.0103489624464125 1997-02-12
"537" 0.0189376005079149 1997-02-13
"538" 0.00946816871939384 1997-02-14
"539" 0.00741082055133255 1997-02-18
"540" 0.00942530138739224 1997-02-19
"541" -0.0110453441442426 1997-02-20
"542" -0.00414505668094675 1997-02-21
"543" 0.0156087301443223 1997-02-24
"544" 0.0145719663692954 1997-02-25
"545" -0.0146992884641184 1997-02-26
"546" -0.017423993845521 1997-02-27
"547" -0.010894764779506 1997-02-28
"548" 0.0207405672173602 1997-03-03
"549" 0.00688786400133965 1997-03-04
"550" 0.0114011804947774 1997-03-05
"551" -0.000450900575597445 1997-03-06
"552" 0.0292094317592172 1997-03-07
"553" 0.0230111868894077 1997-03-10
"554" -0.0192802054664572 1997-03-11
"555" -0.0162734883732278 1997-03-12
"556" -0.040857097444524 1997-03-13
"557" 0.00277806747515886 1997-03-14
"558" 0.00900381999905731 1997-03-17
"559" -0.0232238735428926 1997-03-18
"560" 0.0133520729418577 1997-03-19
"561" -0.00300508197033037 1997-03-20
"562" 0.00614420092507106 1997-03-21
"563" 0.0255789732051234 1997-03-24
"564" -0.0108976246328595 1997-03-25
"565" -0.0202180858056046 1997-03-26
"566" -0.035590090160656 1997-03-27
"567" -0.0318547718971162 1997-03-31
"568" 0.0206108572469757 1997-04-01
"569" -0.0220194461571909 1997-04-02
"570" 0.00037318073679029 1997-04-03
"571" 0.00758517008299411 1997-04-04
"572" 0.00493644700303997 1997-04-07
"573" 0.0310696336393096 1997-04-08
"574" -0.0183421036656739 1997-04-09
"575" -0.00812907651692648 1997-04-10
"576" -0.0373088871667144 1997-04-11
"577" 0.00533675673094378 1997-04-14
"578" 0.017568231201662 1997-04-15
"579" -0.0168923039970632 1997-04-16
"580" 0.00833857443336174 1997-04-17
"581" -0.0126550177615864 1997-04-18
"582" -0.0120558566939483 1997-04-21
"583" 0.025947315017612 1997-04-22
"584" -0.0102666529893504 1997-04-23
"585" -0.00265656962204333 1997-04-24
"586" 0.00177574450088738 1997-04-25
"587" 0.016080035962675 1997-04-28
"588" 0.0348909809433411 1997-04-29
"589" 0.0118000945137281 1997-04-30
"590" 0.0030941621354164 1997-05-01
"591" 0.0293035869609054 1997-05-02
"592" 0.00806820598440626 1997-05-05
"593" 0.00834668686758699 1997-05-06
"594" -0.0392334560164893 1997-05-07
"595" 0.00507491505250543 1997-05-08
"596" 0.0138562850824041 1997-05-09
"597" 0.0122770477782694 1997-05-12
"598" -0.0123569793618873 1997-05-13
"599" 0.0120481997992904 1997-05-14
"600" -0.00560898827344257 1997-05-15
"601" -0.0249798690955034 1997-05-16
"602" -0.00684767986505105 1997-05-19
"603" 0.0229434286816824 1997-05-20
"604" -0.0280069758394838 1997-05-21
"605" 0.00561932813494636 1997-05-22
"606" 0.00820351017596488 1997-05-23
"607" -0.0158018834211513 1997-05-27
"608" -0.00155763607239204 1997-05-28
"609" -0.00132004915919365 1997-05-29
"610" 0.0158615829133508 1997-05-30
"611" 0.0007097232079489 1997-06-02
"612" 0.0146571923654976 1997-06-03
"613" -0.00221341324587416 1997-06-04
"614" 0.0171628830267418 1997-06-05
"615" 0.0229568271269155 1997-06-06
"616" -0.00650805168916235 1997-06-09
"617" 0.0151343988745156 1997-06-10
"618" 0.00389406737574266 1997-06-11
"619" 0.0172891398620069 1997-06-12
"620" 0.0107855186812065 1997-06-13
"621" 0.00668246140440017 1997-06-16
"622" 0.00246252349114257 1997-06-17
"623" 0.00192245097161867 1997-06-18
"624" 0.00852787232311821 1997-06-19
"625" -0.00369939434880119 1997-06-20
"626" -0.023021423835404 1997-06-23
"627" 0.0109675384265239 1997-06-24
"628" -0.0112781856179466 1997-06-25
"629" -0.0119500535232893 1997-06-26
"630" -0.0110499974371274 1997-06-27
"631" -0.00972817383409358 1997-06-30
"632" 0.016503873188394 1997-07-01
"633" 0.020653857811648 1997-07-02
"634" 0.0170436097737779 1997-07-03
"635" -0.00266002163093443 1997-07-07
"636" 0.00160025605659656 1997-07-08
"637" -0.00931991925104333 1997-07-09
"638" 0.000376329878297859 1997-07-10
"639" 0.00666341939565789 1997-07-11
"640" 0.0013879381027853 1997-07-14
"641" 0.00133269038673937 1997-07-15
"642" 0.0189523031405405 1997-07-16
"643" -0.0062173299281201 1997-07-17
"644" -0.0175069849570595 1997-07-18
"645" 0.00631421888140528 1997-07-21
"646" 0.0233968011651918 1997-07-22
"647" -0.00452044829766574 1997-07-23
"648" 0.0108565134722772 1997-07-24
"649" -0.00919086035283036 1997-07-25
"650" 0.00297045177411486 1997-07-28
"651" 0.0194326027226087 1997-07-29
"652" 0.0163608467838313 1997-07-30
"653" 0.0100295995256319 1997-07-31
"654" -0.0131076004123614 1997-08-01
"655" -0.00201238224820076 1997-08-04
"656" -0.0137117631182903 1997-08-05
"657" 0.0148224183427041 1997-08-06
"658" -0.0202971786495615 1997-08-07
"659" -0.0261155542176268 1997-08-08
"660" 0.0127744867583401 1997-08-11
"661" -0.00912124062477999 1997-08-12
"662" 0.00899479257519308 1997-08-13
"663" 0.00276302928537272 1997-08-14
"664" -0.0145568131854365 1997-08-15
"665" -0.00364018116651235 1997-08-18
"666" 0.0120194786752957 1997-08-19
"667" 0.0184691078142291 1997-08-20
"668" -0.0103256959559785 1997-08-21
"669" -0.0079418728869211 1997-08-22
"670" -0.00094183581799144 1997-08-25
"671" -0.00602283129793998 1997-08-26
"672" 0.00347753748640481 1997-08-27
"673" -0.00808609904714683 1997-08-28
"674" -0.0206447609615849 1997-08-29
"675" 0.0116750544892421 1997-09-02
"676" -0.00347279176709611 1997-09-03
"677" 0.000214441125480562 1997-09-04
"678" -0.0046633497055497 1997-09-05
"679" 0.0122246490782604 1997-09-08
"680" 0.00702280011869318 1997-09-09
"681" -0.0164835355653298 1997-09-10
"682" -0.011925225651475 1997-09-11
"683" 0.0178862805932542 1997-09-12
"684" -0.0070501619299549 1997-09-15
"685" 0.0208165142754307 1997-09-16
"686" 0.00806196656529614 1997-09-17
"687" -0.000365904664539838 1997-09-18
"688" 0.00449697999963367 1997-09-19
"689" 0.00822489560867427 1997-09-22
"690" 0.00428541290504982 1997-09-23
"691" 0.0066320497452682 1997-09-24
"692" -0.0197650663326678 1997-09-25
"693" 0.011618816144203 1997-09-26
"694" 0.0076225950337753 1997-09-29
"695" -0.00981397190356879 1997-09-30
"696" 0.0118212105702709 1997-10-01
"697" 0.00994844386790339 1997-10-02
"698" 0.0192463311822819 1997-10-03
"699" 0.0133319965312236 1997-10-06
"700" 0.0147706273963971 1997-10-07
