ENFORCEMENT_SPACE_CODE,LOCATION_DESCRIPTION,SITE_CODE,ACTIVE_STATUS,CAMERA_STATUS,START_DATE,END_DATE,DEVICE_MOBILITY,ENFORCEMENT_TYPE,SPEED_LIMIT,CAMERA_LATITUDE,CAMERA_LONGITUDE,CAMERA_EASTING,CAMERA_NORTHING,OBJECTID,GLOBALID,WARD,ANC,SMD
ATE 0437,G ST E/B @10TH ST NE,8110,Retired,Idle,2015/06/10 04:00:00+00,,,,25,,,,,152173,{27076D15-FDB2-778E-E063-782F520A63DA},,,
ATE 0438,GALLATIN ST W/B @ 6TH PL NE,8441,Retired,Idle,2020/09/14 04:00:00+00,,,Stop Sign,25,,,,,152174,{27076D15-FDB3-778E-E063-782F520A63DA},,,
ATE 0439,3400 BLK 34TH ST NW N/B,8216,Retired,Idle,2015/04/19 04:00:00+00,,,Speed,25,,,,,152175,{27076D15-FDB4-778E-E063-782F520A63DA},,,
ATE 0440,GEORGIA AVE S/B @ MISSOURI AVE NW,8403,Retired,Idle,2014/11/25 05:00:00+00,,,Speed,30,,,,,152176,{27076D15-FDB5-778E-E063-782F520A63DA},,,
ATE 0441,I395 SW 250 FEET AFTER EXIT 4 E/B,9116,Retired,Idle,2020/03/31 04:00:00+00,,,Speed,40,,,,,152177,{27076D15-FDB6-778E-E063-782F520A63DA},,,
ATE 0442,I395 SW AFTER EXIT 4 E/B,9106,Retired,Idle,2014/07/18 04:00:00+00,,,Speed,40,,,,,152178,{27076D15-FDB7-778E-E063-782F520A63DA},,,
ATE 0444,I-695 OFF RAMP E/B @ 11TH ST SE,2601,Active,Live,2024/03/29 04:00:00+00,,,Red Light,35,38.877819,-76.992101,400685.58869214,134442.20464258,152179,{27076D15-FDB8-778E-E063-782F520A63DA},6.0,6B,6B04
ATE 0447,INDEPENDENCE AVE E/B @ 3RD ST SW,2603,Active,Live,2024/03/19 04:00:00+00,,,Red Light,30,38.88746,-77.01571,398637.2006253,135512.51709914,152180,{27076D15-FDB9-778E-E063-782F520A63DA},6.0,6D,6D02
ATE 0448,INDEPENDENCE AVE E/B @12TH ST SE,8196,Retired,Idle,2021/09/21 04:00:00+00,,,Truck Restriction,25,,,,,152181,{27076D15-FDBA-778E-E063-782F520A63DA},,,
ATE 0449,INDEPENDENCE E/B @ WASHINGTON SW,293,Retired,Idle,2009/10/12 04:00:00+00,,,Red Light,30,,,,,152182,{27076D15-FDBB-778E-E063-782F520A63DA},,,
ATE 0451,K ST W/B @ 25TH ST NW,8203,Retired,Idle,2015/05/21 04:00:00+00,,,Speed,25,,,,,152183,{27076D15-FDBC-778E-E063-782F520A63DA},,,
ATE 0452,KANSAS AVE NE/B @ BUCHANAN ST NW,3401,Active,Live,2023/09/01 04:00:00+00,,,Stop Sign,30,38.945906,-77.023059,398001.24701992,142000.64541084,152184,{27076D15-FDBD-778E-E063-782F520A63DA},4.0,4D,4D06
ATE 0455,LONGFELLOW ST W/B @ MISSOURI AVE NW,3402,Active,Live,2023/09/01 04:00:00+00,,,Stop Sign,20,38.957606,-77.017015,398525.43153678,143299.3364692,152185,{27076D15-FDBE-778E-E063-782F520A63DA},4.0,4B,4B06
ATE 0456,M ST W/B @ WHITEHURST FRWY NW,2208,Active,Live,2023/12/13 05:00:00+00,,,Red Light,25,38.905105,-77.069851,393941.47580493,137473.45263548,152186,{27076D15-FDBF-778E-E063-782F520A63DA},2.0,2E,2E05
ATE 0458,MALCOLM X AVE E/B @ OAKWOOD ST SE,1806,Active,Live,2024/03/19 04:00:00+00,,,Speed,30,38.84501,-77.00008,399993.24105387,130800.13805044,152187,{27076D15-FDC0-778E-E063-782F520A63DA},8.0,8C,8C04
ATE 0459,MALCOLM X AVE W/B @ 7TH ST SE,3806,Active,Live,2024/03/17 04:00:00+00,,,Stop Sign,30,38.845042,-76.995317,400406.72030839,130803.70068819,152188,{27076D15-FDC1-778E-E063-782F520A63DA},8.0,8C,8C03
ATE 0460,MASSACHUSETTS AVE E/B @ FORT DAVIS,3702,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.872962,-76.949052,404421.28636143,133904.24511609,152189,{27076D15-FDC2-778E-E063-782F520A63DA},7.0,7B,7B07
ATE 0462,MILITARY RD W/B @ 14TH ST NW,1402,Active,Live,2023/09/13 04:00:00+00,,,Speed,30,38.96191,-77.03259,397175.6577784,143777.48701638,152190,{27076D15-FDC3-778E-E063-782F520A63DA},4.0,4E,4E02
ATE 0465,MISSISSIPPI AVE W/B @ 15TH ST SE,8706,Retired,Idle,2014/03/15 04:00:00+00,,,Stop Sign,30,,,,,152191,{27076D15-FDC4-778E-E063-782F520A63DA},,,
ATE 0467,MONROE ST E/B @ 16TH ST NE,9521,Retired,Idle,2020/10/15 04:00:00+00,,,Speed,25,,,,,152192,{27076D15-FDC5-778E-E063-782F520A63DA},,,
ATE 0469,N CAPITOL ST N/B @ HAREWOOD RD NE,8405,Retired,Idle,2014/11/24 05:00:00+00,,,Speed,40,,,,,152193,{27076D15-FDC6-778E-E063-782F520A63DA},,,
ATE 0470,N CAPITOL ST N/B @ RIGGS RD NE,8406,Retired,Idle,2014/11/24 05:00:00+00,,,Speed,50,,,,,152194,{27076D15-FDC7-778E-E063-782F520A63DA},,,
ATE 0471,N CAPITOL ST S/B @ GALLATIN ST NW,8401,Retired,Idle,2014/03/28 04:00:00+00,,,Speed,30,,,,,152195,{27076D15-FDC8-778E-E063-782F520A63DA},,,
ATE 0472,N CAPITOL ST S/B @ H ST NW,2604,Active,Live,2024/03/21 04:00:00+00,,,Red Light,25,38.90057,-77.009071,399213.33889808,136967.75214292,152196,{27076D15-FDC9-778E-E063-782F520A63DA},6.0,6E,6E07
ATE 0473,N CAPITOL SW/B @ CHILLUM NE,8427,Retired,Idle,2020/01/24 05:00:00+00,,,Stop Sign,25,,,,,152197,{27076D15-FDCA-778E-E063-782F520A63DA},,,
ATE 0474,N ST W/B @ 24TH ST NW,8220,Retired,Idle,2014/09/17 04:00:00+00,,,Stop Sign,25,,,,,152198,{27076D15-FDCB-778E-E063-782F520A63DA},,,
ATE 0476,NEBRASKA AVE NE/B @ FESSENDEN ST NW,8206,Retired,Idle,2014/11/17 05:00:00+00,,,Speed,30,,,,,152199,{27076D15-FDCC-778E-E063-782F520A63DA},,,
ATE 0477,NEW YORK AVE SW/B @ FLORIDA AVE NE,8519,Retired,Idle,2018/05/17 04:00:00+00,,,Speed,30,,,,,152200,{27076D15-FDCD-778E-E063-782F520A63DA},,,
ATE 0478,NEW YORK AVE SW/B @ N CAPITOL ST NE,1526,Active,Live,2023/09/06 04:00:00+00,,,Speed,25,38.90765,-77.00852,399261.20774479,137753.6847067,152201,{27076D15-FDCE-778E-E063-782F520A63DA},5.0,5F,5F07
ATE 0479,NEW YORK AVE W/B @ FLORIDA AVE NE,2505,Active,Live,2024/04/10 04:00:00+00,,,Red Light,30,38.909129,-77.004305,399626.80159522,137917.84008863,152202,{27076D15-FDCF-778E-E063-782F520A63DA},5.0,5F,5F06
ATE 0481,NEW YORK AVE W/B @ NEW JERSEY NW,364,Retired,Idle,2019/07/26 04:00:00+00,,,Red Light,30,,,,,152203,{27076D15-FDD0-778E-E063-782F520A63DA},,,
ATE 0483,NY AVE E/B @ BLADENSBURG RD NE,8521,Retired,Idle,2017/04/09 04:00:00+00,,,Speed,35,,,,,152204,{27076D15-FDD1-778E-E063-782F520A63DA},,,
ATE 0484,NEW YORK AVE W/B @ 4TH ST NW,2605,Active,Live,2024/04/26 04:00:00+00,,Fixed,Red Light,25,38.90512,-77.01582,398627.99689873,137472.91858807,152205,{27076D15-FDD2-778E-E063-782F520A63DA},2.0,2G,2G06
ATE 0485,NY AVE W/B @ BLADENSBURG RD NE,2501,Active,Live,2024/04/17 04:00:00+00,,Fixed,Red Light,40,38.916912,-76.972649,402372.15453129,138782.16380691,152206,{27076D15-FDD3-778E-E063-782F520A63DA},5.0,5C,5C04
ATE 0487,P ST W/B @ 5TH ST NW,8310,Retired,Idle,2014/11/14 05:00:00+00,,,Stop Sign,25,,,,,152207,{27076D15-FDD4-778E-E063-782F520A63DA},,,
ATE 0488,PENNSYLVANIA AVE SE/B @ 27TH ST SE,2705,Active,Live,2023/11/01 04:00:00+00,,,Red Light,30,38.8727,-76.96892,402697.2164574,133874.38660688,152208,{27076D15-FDD5-778E-E063-782F520A63DA},7.0,7B,7B03
ATE 0489,PENNSYLVANIA AVE W/B @ MINNESOTA SE,8625,Retired,Idle,2019/06/01 04:00:00+00,,,Speed,30,,,,,152209,{27076D15-FDD6-778E-E063-782F520A63DA},,,
ATE 0490,PENNSYLVANIA E/B @ SOUTHERN AVE SE,2704,Active,Live,2024/03/25 04:00:00+00,,,Red Light,25,38.86388,-76.94715,404586.91930766,132896.17006786,152210,{27076D15-FDD7-778E-E063-782F520A63DA},7.0,7B,7B06
ATE 0491,POMEROY RD SW/B @ HOWARD RD SE,8711,Retired,Idle,2014/11/03 05:00:00+00,,,Stop Sign,25,,,,,152211,{27076D15-FDD8-778E-E063-782F520A63DA},,,
ATE 0492,POTOMAC RIVER FWY NW/B @ 25TH ST NW,1205,Active,Live,2024/03/14 04:00:00+00,,,Speed,40,38.898195,-77.052959,395406.20266188,136705.40172711,152212,{27076D15-FDD9-778E-E063-782F520A63DA},2.0,2A,2A04
ATE 0496,RHODE ISLAND AVE SW/B @ REED ST NE,8506,Retired,Idle,2018/05/01 04:00:00+00,,,Speed,30,,,,,152213,{27076D15-FDDA-778E-E063-782F520A63DA},,,
ATE 0497,100 BLK IRVING ST NW W/B,9418,Retired,Idle,2022/06/21 04:00:00+00,,,Speed,25,,,,,152214,{27076D15-FDDB-778E-E063-782F520A63DA},,,
ATE 0498,S CAPITOL RAMP S/B BEFORE I ST SW,2602,Active,Live,2024/03/25 04:00:00+00,,,Red Light,30,38.880308,-77.0093,399193.24552575,134718.5140031,152215,{27076D15-FDDC-778E-E063-782F520A63DA},6.0,6D,6D02
ATE 0500,S DAKOTA AVE SE/B @ BLADENSBURG RD,8502,Retired,Idle,2019/04/19 04:00:00+00,,,Speed,25,,,,,152216,{27076D15-FDDD-778E-E063-782F520A63DA},,,
ATE 0501,S ST E/B @ 5TH ST NW,3202,Retired,Idle,2024/10/25 04:00:00+00,,,Stop Sign,25,38.91402,-77.019356,398321.50217893,138460.95051152,152217,{27076D15-FDDE-778E-E063-782F520A63DA},2.0,2G,2G01
ATE 0503,SAVANNAH ST SW/B @ CONGRESS ST SE,8708,Retired,Idle,2013/12/06 05:00:00+00,,,Stop Sign,25,,,,,152218,{27076D15-FDDF-778E-E063-782F520A63DA},,,
ATE 0504,SOUTHWEST FWY SW @ EXIT 4 W/B,9105,Retired,Idle,2012/09/15 04:00:00+00,,,Speed,40,,,,,152219,{27076D15-FDE0-778E-E063-782F520A63DA},,,
ATE 0505,STANTON RD S/B @ ELVANS RD SE,3808,Active,Live,2024/03/17 04:00:00+00,,,Stop Sign,25,38.854807,-76.986153,401202.08894289,131887.76514571,152220,{27076D15-FDE1-778E-E063-782F520A63DA},8.0,8B,8B06
ATE 0508,SUITLAND PKWY W/B @ STANTON RD SE,1805,Active,Live,2024/03/20 04:00:00+00,,,Speed,35,38.853697,-76.982628,401508.07816119,131764.5995564,152221,{27076D15-FDE2-778E-E063-782F520A63DA},8.0,8B,8B03
ATE 0509,T ST E/B @ 8TH ST NW,8307,Retired,Idle,2013/12/27 05:00:00+00,,,Stop Sign,25,,,,,152222,{27076D15-FDE3-778E-E063-782F520A63DA},,,
ATE 0512,UNIT BLK FLORIDA AVE NE NW/B,1504,Active,Live,2023/08/11 04:00:00+00,,,Speed,25,38.914392,-77.017441,398487.59188523,138502.21211444,152223,{27076D15-FDE4-778E-E063-782F520A63DA},1.0,1B,1B01
ATE 0513,UNIT BLK FLORIDA AVE NW SE/B,1530,Active,Live,2024/03/21 04:00:00+00,,,Speed,25,38.91139,-77.01064,399077.37891007,138168.87461281,152224,{27076D15-FDE5-778E-E063-782F520A63DA},5.0,5E,5E02
ATE 0516,UNIT BLK RIGGS RD NE NE/B,1558,Active,Live,2023/11/02 04:00:00+00,,Portable,Speed,25,38.955145,-77.007059,399388.33472128,143026.0291065,152225,{27076D15-FDE6-778E-E063-782F520A63DA},5.0,5A,5A07
ATE 0517,UNIT BLK RIGGS RD NE SW/B,1557,Active,Live,2023/11/25 05:00:00+00,,Portable,Speed,25,38.955428,-77.006467,399439.64960685,143057.44089166,152226,{27076D15-FDE7-778E-E063-782F520A63DA},4.0,4B,4B08
ATE 0518,WISCONSIN AVE N/B @ BRANDYWINE ST N,8228,Retired,Idle,2016/08/22 04:00:00+00,,,Speed,30,,,,,152227,{27076D15-FDE8-778E-E063-782F520A63DA},,,
ATE 0521,900 BLK MASSACHUSETTS AVE NW E/B,1211,Active,Live,2024/03/01 05:00:00+00,,Portable,Speed,25,38.903413,-77.025753,397766.37867086,137283.62400398,152228,{27076D15-FDE9-778E-E063-782F520A63DA},2.0,2C,2C04
ATE 0522,3600 BLK 34TH ST NW S/B,1315,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,25,38.93791,-77.06649,394235.65339177,141114.86551718,152229,{27076D15-FDEA-778E-E063-782F520A63DA},3.0,3C,3C08
ATE 0523,5600 BLK NORTH CAPITOL ST NE N/B,1421,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,25,38.95798,-77.00896,399223.59304063,143340.75456802,152230,{27076D15-FDEB-778E-E063-782F520A63DA},4.0,4B,4B08
ATE 0524,1500 BLK RHODE ISLAND AVE NE NE/B,1535,Active,Live,2024/03/01 05:00:00+00,,Fixed,Speed,30,38.92586,-76.98239,401527.19147789,139775.25917395,152231,{27076D15-FDEC-778E-E063-782F520A63DA},5.0,5C,5C07
ATE 0525,5100 BLK S DAKOTA AVE NE SE/B,1538,Active,Live,2024/03/01 05:00:00+00,,Fixed,Speed,25,38.95107,-76.99487,400444.86352075,142573.65585181,152232,{27076D15-FDED-778E-E063-782F520A63DA},5.0,5A,5A09
ATE 0526,1000 BLK NEW JERSEY AVE NW N/B,1612,Active,Live,2024/03/29 04:00:00+00,,Portable,Speed,25,38.903068,-77.013844,398799.35588632,137245.10217019,152233,{27076D15-FDEE-778E-E063-782F520A63DA},6.0,6E,6E03
ATE 0527,1000 BLK EASTERN AVE NE SE/B,1733,Active,Live,2024/03/29 04:00:00+00,,Portable,Speed,25,38.904586,-76.924462,406552.22077871,137416.23198421,152234,{27076D15-FDEF-778E-E063-782F520A63DA},7.0,7C,7C04
ATE 0528,1200 BLK BRANCH AVE SE N/B,1734,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,25,38.87486,-76.96097,403386.99139707,134114.42764894,152235,{27076D15-FDF0-778E-E063-782F520A63DA},7.0,7B,7B07
ATE 0529,1400 BLK EASTERN AVE NE SE/B,1736,Active,Live,2024/03/29 04:00:00+00,,Portable,Speed,25,38.909803,-76.93112,405974.28059682,137994.90447999,152236,{27076D15-FDF1-778E-E063-782F520A63DA},7.0,7C,7C07
ATE 0530,1600 BLK EASTERN AVE NE NW/B,1737,Active,Live,2024/03/29 04:00:00+00,,Portable,Speed,25,38.911314,-76.932815,405827.14658035,138162.52827641,152237,{27076D15-FDF2-778E-E063-782F520A63DA},7.0,7C,7C07
ATE 0531,1600 BLK EASTERN AVE NE SE/B,1738,Active,Live,2024/03/01 05:00:00+00,,Portable,Speed,25,38.911679,-76.933492,405768.4008074,138203.00327342,152238,{27076D15-FDF3-778E-E063-782F520A63DA},7.0,7C,7C07
ATE 0532,2500 BLK PENNSYLVANIA AVE SE SE/B,1741,Active,Live,2024/03/30 04:00:00+00,,Fixed,Speed,30,38.87325,-76.97043,402566.16335282,133935.39718633,152239,{27076D15-FDF4-778E-E063-782F520A63DA},7.0,7B,7B03
ATE 0533,2700 BLK NAYLOR ROAD SE N/B,1742,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,25,38.8594,-76.96814,402765.41778323,132398.01243337,152240,{27076D15-FDF5-778E-E063-782F520A63DA},7.0,7B,7B02
ATE 0534,2700 BLK NAYLOR ROAD SE S/B,1743,Active,Live,2024/03/29 04:00:00+00,,Portable,Speed,25,38.858375,-76.968175,402762.41968514,132284.22899618,152241,{27076D15-FDF6-778E-E063-782F520A63DA},8.0,8B,8B02
ATE 0536,3900 BLK MINNESOTA AVE NE SW/B,1748,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,25,38.89386,-76.95027,404314.32863003,136224.02475197,152242,{27076D15-FDF7-778E-E063-782F520A63DA},7.0,7F,7F01
ATE 0537,4100 BLK BENNING RD NE NW/B,1749,Active,Live,2024/03/30 04:00:00+00,,Portable,Speed,30,38.893326,-76.943572,404895.42546881,136165.08440281,152243,{27076D15-FDF8-778E-E063-782F520A63DA},7.0,7F,7F01
ATE 0538,4100 BLK MINNESOTA AVE NE NE/B,1750,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,25,38.89942,-76.94558,404720.82430195,136841.46079868,152244,{27076D15-FDF9-778E-E063-782F520A63DA},7.0,7C,7C09
ATE 0539,4100 BLK MINNESOTA AVE NE SW/B,1751,Active,Live,2024/03/30 04:00:00+00,,Fixed,Speed,25,38.90051,-76.94458,404807.4953846,136962.51167266,152245,{27076D15-FDFA-778E-E063-782F520A63DA},7.0,7D,7D03
ATE 0541,4500 BLK SOUTH CAPITOL ST SE N/B,1824,Active,Live,2024/03/29 04:00:00+00,,Portable,Speed,25,38.824536,-77.006247,399457.72379599,128527.40403194,152246,{27076D15-FDFB-778E-E063-782F520A63DA},8.0,8D,8D06
ATE 0542,4600 BLK SOUTH CAPITOL ST SW S/B,1825,Active,Live,2024/03/29 04:00:00+00,,Portable,Speed,30,38.823547,-77.005494,399523.10440183,128417.61431759,152247,{27076D15-FDFC-778E-E063-782F520A63DA},8.0,8D,8D04
ATE 0543,700 BLK SOUTHERN AVE SE SW/B,1826,Active,Live,2024/03/30 04:00:00+00,,Portable,Speed,30,38.825968,-76.995325,400406.13420858,128686.35729862,152248,{27076D15-FDFD-778E-E063-782F520A63DA},8.0,8E,8E08
ATE 0544,900 BLK SOUTHERN AVE SE NE/B,1827,Active,Live,2024/03/28 04:00:00+00,,Fixed,Speed,30,38.928985,-77.036593,396827.2583699,140122.6496503,152249,{27076D15-FDFE-778E-E063-782F520A63DA},1.0,1D,1D04
ATE 0545,5900 BLK SOUTHERN AVE SE NE/B,1757,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,25,38.88775,-76.9158,407305.27115566,135547.96080168,152250,{27076D15-FDFF-778E-E063-782F520A63DA},,,
ATE 0547,2300 BLK M ST NW W/B,1214,Active,Live,2024/04/26 04:00:00+00,,,Speed,,38.9052,-77.05034,395633.81933118,137482.88429482,152251,{27076D15-FE00-778E-E063-782F520A63DA},2.0,2A,2A06
ATE 0548,1700 BLK RHODE ISLAND AVE NW W/B,1540,Active,Live,2024/04/26 04:00:00+00,,Fixed,Speed,25,38.90657,-77.03879,396635.70223601,137634.4763058,152252,{27076D15-FE01-778E-E063-782F520A63DA},2.0,2B,2B05
ATE 0549,800 BLK BLADENSBURG RD NE N/B,1541,Active,Live,2024/04/26 04:00:00+00,,Fixed,Speed,25,38.90107,-76.9826,401509.50633713,137023.36084593,152253,{27076D15-FE02-778E-E063-782F520A63DA},5.0,5D,5D07
ATE 0551,2700 BLK BLADENSBURG RD NE N/B,1561,Active,Live,2024/07/17 04:00:00+00,,Fixed,Speed,25,38.92486,-76.96535,403004.81285898,139664.67357658,152254,{27076D15-FE03-778E-E063-782F520A63DA},5.0,5C,5C04
ATE 0552,2700 BLK BLADENSBURG RD NE S/B,1562,Active,Live,2024/07/17 04:00:00+00,,Fixed,Speed,25,38.92462,-76.96603,402945.85751701,139638.00937922,152255,{27076D15-FE04-778E-E063-782F520A63DA},5.0,5C,5C02
ATE 0553,1500 BLK NEW YORK AVE NE NE/B,1545,Active,Live,2024/04/26 04:00:00+00,,Fixed,Speed,35,38.9165,-76.98239,401527.39189073,138736.22036281,152256,{27076D15-FE05-778E-E063-782F520A63DA},5.0,5D,5D02
ATE 0554,1500 BLK NEW YORK AVE NE SW/B,1546,Active,Live,2024/04/26 04:00:00+00,,Fixed,Speed,35,38.91662,-76.98268,401502.2394671,138749.53655079,152257,{27076D15-FE06-778E-E063-782F520A63DA},5.0,5D,5D02
ATE 0555,MT. OLIVET RD SE/B @ W. VIRGINIA AV,2508,Active,Live,2023/12/27 05:00:00+00,,,Red Light,25,38.910554,-76.986201,401196.98731755,138076.10837477,152258,{27076D15-FE07-778E-E063-782F520A63DA},5.0,5D,5D05
ATE 0556,1600 BLK RHODE ISLAND AVE NE SW/B,1536,Active,Live,2024/03/29 04:00:00+00,,Fixed,Speed,30,38.92617,-76.98232,401533.25468184,139809.6729882,152259,{27076D15-FE08-778E-E063-782F520A63DA},5.0,5B,5B03
ATE 0557,1400 BLK PENNSYLVANIA AVE SE SE/B,1610,Active,Live,2024/03/29 04:00:00+00,,,Speed,25,38.88011,-76.98503,401299.10345201,134696.59984934,152260,{27076D15-FE09-778E-E063-782F520A63DA},6.0,6B,6B09
ATE 0558,2500 BLK PENNSYLVANIA AVE SE NW/B,1740,Active,Live,2024/03/29 04:00:00+00,,,Speed,25,38.87309,-76.9693,402664.22662422,133917.66835909,152261,{27076D15-FE0A-778E-E063-782F520A63DA},7.0,7B,7B01
ATE 0559,3300 BLK MINNESOTA AVE SE N/B,1744,Active,Live,2024/03/29 04:00:00+00,,,Speed,25,38.88225,-76.95832,403616.56905007,134934.87518836,152262,{27076D15-FE0B-778E-E063-782F520A63DA},7.0,7F,7F06
ATE 0560,1400 BLK MORRIS RD SE SE/B,1820,Active,Live,2024/03/30 04:00:00+00,,,Speed,25,38.859646,-76.987108,401119.12023987,132424.91671632,152263,{27076D15-FE0C-778E-E063-782F520A63DA},8.0,8A,8A04
ATE 0561,UNIT BLK H ST NW W/B,1607,Active,Live,2024/03/29 04:00:00+00,,,Speed,25,38.90033,-77.01062,399078.97065347,136941.12471685,152264,{27076D15-FE0D-778E-E063-782F520A63DA},6.0,6E,6E07
ATE 0562,1700 BLK Q ST NW E/B,7201,Active,Live,2024/04/01 04:00:00+00,,,Truck Restriction,25,38.911095,-77.04046,396491.07600784,138136.85110342,152265,{27076D15-FE0E-778E-E063-782F520A63DA},2.0,2B,2B07
ATE 0563,1100 BLK ASPEN ST NW W/B,7401,Active,Live,2024/04/01 04:00:00+00,,,Truck Restriction,25,38.972314,-77.028047,397569.74790326,144932.29802552,152266,{27076D15-FE0F-778E-E063-782F520A63DA},4.0,4A,4A03
ATE 0564,4000 BLK 12TH ST NE N/B,7501,Active,Live,2024/04/01 04:00:00+00,,,Truck Restriction,25,38.939119,-76.990098,400858.65267993,141247.02225112,152267,{27076D15-FE10-778E-E063-782F520A63DA},5.0,5B,5B05
ATE 0565,4200 BLK 13TH ST NE S/B,7502,Active,Live,2024/04/01 04:00:00+00,,,Truck Restriction,25,38.941881,-76.988358,401009.46510736,141553.64642377,152268,{27076D15-FE11-778E-E063-782F520A63DA},5.0,5B,5B05
ATE 0566,4600 BLK SARGENT RD NE S/B,7503,Active,Live,2024/04/01 04:00:00+00,,,Truck Restriction,25,38.94607,-76.988916,400961.03400814,142018.65668345,152269,{27076D15-FE12-778E-E063-782F520A63DA},5.0,5A,5A03
ATE 0567,UNIT BLK Q ST NE W/B,7504,Active,Live,2024/04/01 04:00:00+00,,,Truck Restriction,20,38.91111,-77.00638,399446.84652122,138137.75786113,152270,{27076D15-FE13-778E-E063-782F520A63DA},5.0,5F,5F07
ATE 0568,1000 BLK CONSTITUTION AVE NE E/B,7601,Active,Live,2024/04/01 04:00:00+00,,,Truck Restriction,25,38.892083,-76.992751,400629.06195936,136025.61376597,152271,{27076D15-FE14-778E-E063-782F520A63DA},6.0,6A,6A07
ATE 0569,5TH ST N/B @ WEBSTER ST NW,3406,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.943873,-77.019348,398322.8984337,141774.889554,152272,{27076D15-FE15-778E-E063-782F520A63DA},4.0,4C,4C05
ATE 0570,LINCOLN RD S/B @ V ST NE,3501,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.918542,-77.006903,399401.5489585,138962.7747846,152273,{27076D15-FE16-778E-E063-782F520A63DA},5.0,5E,5E06
ATE 0571,EAST CAPITOL ST E/B @ 10TH ST SE,3602,Active,Live,2024/01/14 05:00:00+00,,,Stop Sign,25,38.889863,-76.993195,400590.56178192,135779.17345285,152274,{27076D15-FE17-778E-E063-782F520A63DA},6.0,6A,6A07
ATE 0572,FITCH ST W/B @ 53RD ST SE,3704,Active,Live,2024/03/17 04:00:00+00,,,Stop Sign,25,38.880949,-76.926527,406375.21807602,134792.19407605,152275,{27076D15-FE18-778E-E063-782F520A63DA},7.0,7E,7E03
ATE 0573,KENILWORTH TERR NE/B @ JAY ST NE,3705,Active,Live,2024/03/17 04:00:00+00,,,Stop Sign,25,38.901879,-76.945942,404689.26114263,137114.41078149,152276,{27076D15-FE19-778E-E063-782F520A63DA},7.0,7D,7D03
ATE 0574,3100 BLK 14TH ST NW N/B,1121,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.92896,-77.03256,397176.95314206,140119.74197719,152277,{27076D15-FE1A-778E-E063-782F520A63DA},1.0,1A,1A06
ATE 0575,3100 BLK 14TH ST NW S/B,1122,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.93018,-77.03283,397153.59052083,140255.18084079,152278,{27076D15-FE1B-778E-E063-782F520A63DA},1.0,1A,1A05
ATE 0576,2400 BLK 14TH ST NW N/B,1123,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.92126,-77.03185,397238.21802524,139264.95483454,152279,{27076D15-FE1C-778E-E063-782F520A63DA},1.0,1B,1B03
ATE 0577,2400 BLK 14TH ST NW S/B,1124,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.92155,-77.03207,397219.15137764,139297.15395585,152280,{27076D15-FE1D-778E-E063-782F520A63DA},1.0,1B,1B06
ATE 0578,1800 BLK 14TH ST NW N/B,1125,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.91475,-77.03184,397238.83313529,138542.2901734,152281,{27076D15-FE1E-778E-E063-782F520A63DA},1.0,1B,1B08
ATE 0579,1800 BLK 14TH ST NW S/B,1126,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.91488,-77.03205,397220.62576198,138556.72762397,152282,{27076D15-FE1F-778E-E063-782F520A63DA},2.0,2F,2F01
ATE 0580,1500 BLK 7TH ST NW N/B,1212,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.91016,-77.022,398092.09325607,138032.51067821,152283,{27076D15-FE20-778E-E063-782F520A63DA},2.0,2G,2G02
ATE 0581,1500 BLK 7TH ST NW S/B,1213,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.91067,-77.022,398092.106901,138089.12485967,152284,{27076D15-FE21-778E-E063-782F520A63DA},2.0,2G,2G02
ATE 0582,6200 BLK WESTERN AVE NW NE/B,1422,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.97199,-77.07127,393824.19193925,144898.36850257,152285,{27076D15-FE22-778E-E063-782F520A63DA},3.0,3/,3/4G04
ATE 0583,1300 BLK 4TH ST SW S/B,1614,Retired,Idle,2024/08/21 04:00:00+00,,,Speed,25,,,,,152286,{27076D15-FE23-778E-E063-782F520A63DA},,,
ATE 0584,3700 BLK ALABAMA AVE SE SW/B,1760,Active,Live,2024/04/26 04:00:00+00,,,Speed,25,38.86507,-76.95305,404074.80360952,133027.98886361,152287,{27076D15-FE24-778E-E063-782F520A63DA},7.0,7B,7B02
